accno,delref,store_name,rep_code,rep_name,health_score,tier_code,tier_label,tier_emoji,freq_3m,freq_6m,freq_12m,freq_score,visits_6m,visits_per_month,days_since_purchase,cadence_score,n_cats_all,n_cats_12m,cats_12m,basket_score,sku_depth_score,sku_depth_detail,trend_slope_pct,trend_score,is_recovery
KD028,KD028,Del Piero Trading CC,BV,Bhadresh Vallabh,50.6,at_risk,At-Risk,🟠,1.0,1.17,1.5,29.2,5,0.83,28,41.7,9,9,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, QD Enamel, Woodcare",81.8,83.7,PVA Paints:4.5%; Enamel:14.2%; Primers:20.0%; Woodcare:40.0%; Accessories:6.1%; QD Enamel:14.4%; Floor & Roof Paints:16.2%; General:10.4%; Putty:62.5%,-36.28,0.0,False
KC023,KC023,Choice Hardware & Electrical,BV,Bhadresh Vallabh,50.5,at_risk,At-Risk,🟠,0.67,1.0,1.0,25.0,4,0.67,37,33.3,10,10,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, QD Enamel, Waterproofing, Woodcare",90.9,79.8,PVA Paints:6.8%; Enamel:16.9%; Woodcare:44.0%; Accessories:18.2%; QD Enamel:5.8%; Floor & Roof Paints:18.9%; Putty:37.5%; Waterproofing:34.2%; Primers:2.5%; General:14.6%,-25.44,0.0,False
KH005,KH005,HMG Wholesalers,AP,Amit Patel,50.5,at_risk,At-Risk,🟠,1.0,0.84,0.92,21.0,5,0.83,1,41.7,11,11,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, QD Enamel, Specialised Coatings, Waterproofing, Woodcare",100.0,60.0,Primers:12.5%; Floor & Roof Paints:1.4%; Enamel:7.7%; Woodcare:36.0%; Putty:37.5%; Accessories:24.2%; PVA Paints:4.2%; QD Enamel:5.8%; Waterproofing:21.1%; Specialised Coatings:8.3%; General:6.2%,-12.37,0.0,False
KL032,KL032,Mala Hardware ta Limpopo HW,NP,Nikhil Panchal,50.5,at_risk,At-Risk,🟠,1.34,1.34,1.33,33.5,5,0.83,38,41.7,10,9,"Accessories, Enamel, General, PVA Paints, Primers, Putty, QD Enamel, Waterproofing, Woodcare",85.5,68.0,Enamel:13.1%; Primers:10.0%; Accessories:18.2%; QD Enamel:13.5%; Putty:37.5%; General:18.8%; PVA Paints:0.6%; Waterproofing:13.2%; Woodcare:28.0%,-20.79,0.0,False
KN024,KN024/2,Navisha Investments Pty Ltd,NP,Nikhil Panchal,50.4,narrow,Active but Narrow,🟡,0.67,0.5,0.5,12.5,4,0.67,31,33.3,8,8,"Accessories, Enamel, General, PVA Paints, Primers, Putty, Waterproofing, Woodcare",72.7,68.5,PVA Paints:2.9%; Primers:10.0%; Enamel:8.7%; Waterproofing:39.5%; Woodcare:28.0%; Putty:25.0%; General:16.7%; Accessories:6.1%,3.59,68.0,False
KH034,KH034,HOME BUILD,NP,Nikhil Panchal,50.3,narrow,Active but Narrow,🟡,1.0,0.67,1.08,16.8,0,0.0,16,0.0,8,8,"Accessories, Enamel, General, PVA Paints, Putty, QD Enamel, Waterproofing, Woodcare",72.7,62.0,Enamel:12.0%; PVA Paints:1.6%; QD Enamel:1.9%; Woodcare:32.0%; General:18.8%; Waterproofing:23.7%; Accessories:9.1%; Putty:25.0%,116.57,100.0,False
KA104,KA104,All in One Hardware,BV,Bhadresh Vallabh,50.2,narrow,Active but Narrow,🟡,0.67,0.5,0.33,12.5,2,0.33,36,16.7,11,7,"Accessories, Enamel, Floor & Roof Paints, PVA Paints, Primers, QD Enamel, Specialised Coatings",78.2,41.0,Enamel:4.4%; Floor & Roof Paints:12.2%; Primers:10.0%; Specialised Coatings:16.7%; Accessories:6.1%; QD Enamel:19.2%; PVA Paints:3.2%,56.12,100.0,False
KS127,KS127/1,Auto Paint Centre Westonarea,AC,Aboo Cassim,50.1,narrow,Active but Narrow,🟡,0.67,0.67,0.83,16.8,18,3.0,7,100.0,5,5,"Accessories, Enamel, Floor & Roof Paints, PVA Paints, Waterproofing",45.5,39.8,PVA Paints:6.1%; Enamel:17.5%; Floor & Roof Paints:12.2%; Waterproofing:7.9%; Accessories:6.1%,5.06,75.3,False
KP025,KP025,Platinum Auto Paints,AC,Aboo Cassim,49.9,narrow,Active but Narrow,🟡,1.34,1.84,2.67,46.0,5,0.83,37,41.7,5,5,"Accessories, Enamel, Floor & Roof Paints, PVA Paints, Waterproofing",45.5,47.8,Enamel:21.3%; PVA Paints:16.8%; Waterproofing:13.2%; Accessories:3.0%; Floor & Roof Paints:5.4%,5.15,75.8,False
KS050,KS050,Sheffield Paints & Hardware,AC,Aboo Cassim,49.4,narrow,Active but Narrow,🟡,2.34,2.17,2.83,54.2,4,0.67,4,33.3,8,6,"Accessories, Enamel, Floor & Roof Paints, PVA Paints, Waterproofing, Woodcare",61.8,38.6,PVA Paints:6.5%; Enamel:9.3%; Woodcare:28.0%; Floor & Roof Paints:2.7%; Waterproofing:5.3%; Accessories:6.1%,-1.24,43.8,False
KM043,KM043,Goldville SM  ta Meem H/War,AP,Amit Patel,49.3,narrow,Active but Narrow,🟡,0.67,0.84,0.83,21.0,0,0.0,58,0.0,8,8,"Accessories, Enamel, General, PVA Paints, Primers, QD Enamel, Specialised Coatings, Woodcare",72.7,48.3,PVA Paints:3.2%; Enamel:6.0%; Primers:2.5%; Woodcare:28.0%; Specialised Coatings:25.0%; General:8.3%; Accessories:12.1%; QD Enamel:11.5%,22.29,100.0,False
KG030,KG030,Grootvlei Hardware,NP,Nikhil Panchal,49.2,dormant,Dead / Dormant,🔴,0.0,0.17,0.17,4.2,1,0.17,176,0.0,10,10,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, QD Enamel, Waterproofing, Woodcare",90.9,89.0,PVA Paints:11.3%; Enamel:8.2%; Floor & Roof Paints:14.9%; Waterproofing:28.9%; Woodcare:48.0%; Putty:37.5%; General:43.8%; Accessories:21.2%; Primers:5.0%; QD Enamel:3.8%,0.0,50.0,False
KS026,KS026,S.A. Hardware,NP,Nikhil Panchal,49.0,at_risk,At-Risk,🟠,0.67,0.84,0.75,21.0,7,1.17,35,58.3,9,8,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Putty, Waterproofing, Woodcare",76.4,80.8,Enamel:3.3%; Floor & Roof Paints:5.4%; Waterproofing:18.4%; Woodcare:44.0%; Putty:62.5%; Accessories:18.2%; PVA Paints:1.6%; General:8.3%,-15.02,0.0,False
KS129,KS129,Siza Bantu Mkhwenyana Hardware,NP,Nikhil Panchal,49.0,at_risk,At-Risk,🟠,0.67,1.17,1.25,29.2,3,0.5,35,25.0,9,9,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, QD Enamel, Waterproofing, Woodcare",81.8,89.2,PVA Paints:4.9%; Enamel:20.8%; Primers:17.5%; Waterproofing:21.1%; Woodcare:84.0%; Accessories:18.2%; QD Enamel:9.6%; Floor & Roof Paints:12.2%; General:12.5%,-31.4,0.0,False
KM022,KM022,Makhumi S Market TA Mambose H,AP,Amit Patel,48.8,narrow,Active but Narrow,🟡,0.33,0.5,0.33,12.5,0,0.0,16,0.0,9,9,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, QD Enamel, Waterproofing, Woodcare",81.8,41.1,PVA Paints:1.6%; Enamel:7.7%; Accessories:6.1%; QD Enamel:11.5%; Woodcare:28.0%; Primers:2.5%; General:12.5%; Floor & Roof Paints:6.8%; Waterproofing:15.8%,38.05,100.0,False
KI006,KI006,Iqbals Welding Shop,AC,Aboo Cassim,48.7,narrow,Active but Narrow,🟡,3.01,2.34,2.83,58.5,1,0.17,16,8.3,6,5,"Accessories, Floor & Roof Paints, Primers, QD Enamel, Waterproofing",49.1,20.9,Primers:7.5%; QD Enamel:5.8%; Waterproofing:2.6%; Accessories:6.1%; Floor & Roof Paints:4.1%,40.64,100.0,False
KM027,KM027/1,IMFA HARDWARE,AC,Aboo Cassim,48.6,narrow,Active but Narrow,🟡,0.67,1.0,0.83,25.0,29,4.83,38,100.0,2,1,Enamel,12.7,56.8,Enamel:14.2%,10.1,100.0,False
KE030,KE030,Express Mall @ 85,AC,Aboo Cassim,48.3,at_risk,At-Risk,🟠,2.67,2.0,1.08,50.0,1,0.17,1,8.3,8,8,"Accessories, Enamel, Floor & Roof Paints, PVA Paints, Primers, QD Enamel, Waterproofing, Woodcare",72.7,62.0,PVA Paints:5.8%; Enamel:10.4%; Waterproofing:18.4%; QD Enamel:5.8%; Accessories:3.0%; Primers:15.0%; Woodcare:56.0%; Floor & Roof Paints:9.5%,-5.47,22.7,False
KP009,KP009,Payless Hardware,BV,Bhadresh Vallabh,48.3,at_risk,At-Risk,🟠,1.0,0.84,0.83,21.0,4,0.67,4,33.3,9,9,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, QD Enamel, Waterproofing, Woodcare",81.8,80.4,PVA Paints:6.5%; Enamel:25.1%; Floor & Roof Paints:18.9%; Primers:5.0%; Woodcare:72.0%; General:14.6%; Accessories:18.2%; QD Enamel:4.8%; Waterproofing:15.8%,-8.03,9.8,False
KB086,KB086,Best Build Hardware  Elim,AP,Amit Patel,48.0,narrow,Active but Narrow,🟡,1.0,0.5,0.5,12.5,5,0.83,16,41.7,8,4,"General, PVA Paints, Putty, Woodcare",50.9,55.6,PVA Paints:3.9%; Putty:37.5%; General:6.2%; Woodcare:8.0%,46.35,100.0,False
KC054,KC054,Choice Build Matanda,AP,Amit Patel,47.9,at_risk,At-Risk,🟠,1.34,1.34,1.42,33.5,5,0.83,11,41.7,9,8,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, QD Enamel, Waterproofing, Woodcare",76.4,69.3,PVA Paints:6.8%; Enamel:11.5%; Floor & Roof Paints:16.2%; Woodcare:64.0%; Accessories:15.2%; QD Enamel:2.9%; General:6.2%; Waterproofing:15.8%,-12.92,0.0,False
KS021,KS021,Shalom Hardware,AP,Amit Patel,47.6,at_risk,At-Risk,🟠,0.33,0.33,0.42,8.2,4,0.67,37,33.3,8,8,"Enamel, Floor & Roof Paints, General, PVA Paints, Primers, QD Enamel, Specialised Coatings, Woodcare",72.7,93.4,Primers:17.5%; Enamel:28.4%; Specialised Coatings:25.0%; Woodcare:68.0%; Floor & Roof Paints:8.1%; General:35.4%; PVA Paints:0.6%; QD Enamel:3.8%,-3.64,31.8,False
KB046,KB046,Bhana and Shikh General Dealer,AP,Amit Patel,47.6,dormant,Dead / Dormant,🔴,0.0,0.17,0.67,4.2,5,0.83,116,21.7,10,9,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, QD Enamel, Waterproofing, Woodcare",85.5,67.4,PVA Paints:4.9%; Enamel:14.2%; Floor & Roof Paints:23.0%; QD Enamel:15.4%; Primers:7.5%; Accessories:18.2%; Woodcare:48.0%; General:2.1%; Waterproofing:18.4%,0.0,50.0,False
KB101,KB101,Berario Hardware & Tool,BV,Bhadresh Vallabh,47.4,narrow,Active but Narrow,🟡,0.67,0.84,0.92,21.0,2,0.33,4,16.7,7,7,"Accessories, Enamel, PVA Paints, Primers, QD Enamel, Waterproofing, Woodcare",63.6,37.2,Enamel:4.9%; PVA Paints:0.3%; Accessories:21.2%; Primers:7.5%; Woodcare:24.0%; QD Enamel:1.9%; Waterproofing:5.3%,34.23,100.0,False
KI015,KI015/1,Iskcon Steel,NP,Nikhil Panchal,47.3,narrow,Active but Narrow,🟡,1.67,1.67,1.67,41.8,5,0.83,7,41.7,4,4,"Accessories, Enamel, Primers, QD Enamel",36.4,51.6,QD Enamel:23.1%; Enamel:4.9%; Primers:17.5%; Accessories:6.1%,5.87,79.3,False
KL009,KL009,Low Cost Hardware,NP,Nikhil Panchal,47.3,at_risk,At-Risk,🟠,1.0,1.0,0.92,25.0,4,0.67,9,33.3,10,8,"Accessories, Enamel, General, PVA Paints, Primers, Putty, Waterproofing, Woodcare",80.0,80.3,Enamel:4.9%; Waterproofing:15.8%; Putty:62.5%; Accessories:18.2%; PVA Paints:0.6%; Woodcare:52.0%; Primers:2.5%; General:4.2%,-28.09,0.0,False
KT007,KT007,Tourist Bazaar,BV,Bhadresh Vallabh,47.3,dormant,Dead / Dormant,🔴,0.0,0.17,0.5,4.2,3,0.5,155,5.0,11,10,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, QD Enamel, Specialised Coatings, Woodcare",94.5,64.3,PVA Paints:1.6%; Enamel:9.8%; Floor & Roof Paints:8.1%; Woodcare:28.0%; General:35.4%; Accessories:18.2%; Specialised Coatings:33.3%; Putty:12.5%; QD Enamel:3.8%; Primers:10.0%,0.0,50.0,False
KV021,KV021,Vaal Auto Paints,AC,Aboo Cassim,47.3,at_risk,At-Risk,🟠,1.34,2.51,1.25,62.7,7,1.17,57,58.3,5,5,"Accessories, Floor & Roof Paints, PVA Paints, Putty, Waterproofing",45.5,48.8,PVA Paints:12.6%; Floor & Roof Paints:6.8%; Putty:25.0%; Waterproofing:10.5%; Accessories:6.1%,-7.47,12.6,False
KA095,KA095/1,Sure Build,AP,Amit Patel,47.3,narrow,Active but Narrow,🟡,0.67,0.5,0.33,12.5,3,0.5,16,25.0,8,8,"Accessories, Enamel, General, PVA Paints, Primers, QD Enamel, Waterproofing, Woodcare",72.7,24.4,Enamel:4.9%; Primers:5.0%; Woodcare:16.0%; General:6.2%; PVA Paints:0.3%; Accessories:9.1%; QD Enamel:1.9%; Waterproofing:5.3%,13.52,100.0,False
KA008,KA008/1,AA Hardware 3,AP,Amit Patel,47.3,at_risk,At-Risk,🟠,0.33,0.17,0.17,4.2,10,1.67,58,83.3,9,7,"Accessories, Enamel, General, PVA Paints, Primers, QD Enamel, Woodcare",70.9,33.3,PVA Paints:0.6%; Enamel:4.4%; Primers:2.5%; Woodcare:20.0%; General:16.7%; Accessories:12.1%; QD Enamel:1.9%,0.0,50.0,False
KP025,KP025/1,Platinum Auto Paints,AC,Aboo Cassim,47.1,narrow,Active but Narrow,🟡,1.34,1.0,0.58,25.0,5,0.83,22,41.7,5,5,"Accessories, Enamel, Floor & Roof Paints, PVA Paints, Waterproofing",45.5,39.6,PVA Paints:7.4%; Enamel:23.0%; Floor & Roof Paints:10.8%; Waterproofing:5.3%; Accessories:3.0%,33.92,100.0,False
KA111,KA111,Akoob Group PTY (LTD),AC,Aboo Cassim,47.0,at_risk,At-Risk,🟠,0.67,1.67,1.58,41.8,4,0.67,56,33.3,8,8,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Putty, QD Enamel, Woodcare",72.7,63.9,PVA Paints:12.9%; Enamel:17.5%; Woodcare:56.0%; Floor & Roof Paints:2.7%; Putty:12.5%; General:4.2%; Accessories:18.2%; QD Enamel:3.8%,-9.75,1.2,False
KM071,KM071,Inyameko Trading 1605,NP,Nikhil Panchal,47.0,narrow,Active but Narrow,🟡,1.34,2.0,2.08,50.0,5,0.83,44,41.7,4,4,"Accessories, Enamel, Primers, QD Enamel",36.4,66.6,Enamel:14.2%; Accessories:6.1%; QD Enamel:28.8%; Primers:17.5%,-0.17,49.1,False
KS080,KS080,Sehlware (Pty) Ltd,AP,Amit Patel,46.9,at_risk,At-Risk,🟠,0.33,0.84,0.83,21.0,4,0.67,32,33.3,9,9,"Accessories, Enamel, General, PVA Paints, Primers, Putty, QD Enamel, Waterproofing, Woodcare",81.8,81.1,Putty:62.5%; Accessories:24.2%; Waterproofing:15.8%; PVA Paints:3.6%; Enamel:14.2%; Primers:5.0%; Woodcare:48.0%; General:6.2%; QD Enamel:2.9%,-22.2,0.0,False
KG006,KG006,Gulmohur Building Supplies P L,NP,Nikhil Panchal,46.9,at_risk,At-Risk,🟠,1.0,1.0,1.08,25.0,4,0.67,31,33.3,11,9,"Enamel, General, PVA Paints, Primers, Putty, QD Enamel, Specialised Coatings, Waterproofing, Woodcare",89.1,59.6,PVA Paints:4.5%; Enamel:13.1%; Primers:12.5%; Waterproofing:13.2%; Woodcare:40.0%; QD Enamel:2.9%; Putty:25.0%; General:14.6%; Specialised Coatings:8.3%,-32.46,0.0,False
KP005,KP005/4,Patel (Nkomazi Imp. & Exp. CC),BV,Bhadresh Vallabh,46.6,at_risk,At-Risk,🟠,1.34,0.84,1.0,21.0,23,3.83,4,100.0,7,7,"Accessories, Floor & Roof Paints, General, PVA Paints, Primers, QD Enamel, Waterproofing",63.6,48.5,Primers:5.0%; Waterproofing:2.6%; General:31.2%; Accessories:21.2%; QD Enamel:5.8%; PVA Paints:12.3%; Floor & Roof Paints:6.8%,-17.86,0.0,False
KM160,KM160,Mr Build Musina (PTY) LTD,AP,Amit Patel,46.6,at_risk,At-Risk,🟠,0.67,0.84,1.08,21.0,1,0.17,11,8.3,10,10,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, QD Enamel, Specialised Coatings, Waterproofing, Woodcare",90.9,85.4,Primers:22.5%; Enamel:15.3%; Waterproofing:39.5%; Woodcare:52.0%; Floor & Roof Paints:14.9%; General:10.4%; Accessories:21.2%; QD Enamel:12.5%; PVA Paints:8.4%; Specialised Coatings:16.7%,-29.06,0.0,False
KN026,KN026,New South Building Supplies,AC,Aboo Cassim,46.5,narrow,Active but Narrow,🟡,0.33,0.5,0.67,12.5,4,0.67,60,33.3,7,7,"Accessories, Enamel, PVA Paints, Primers, Putty, QD Enamel, Specialised Coatings",63.6,28.7,Specialised Coatings:8.3%; PVA Paints:0.6%; QD Enamel:4.8%; Primers:17.5%; Accessories:6.1%; Putty:12.5%; Enamel:0.5%,20.8,100.0,False
KM071,KM071/1,Inyameko Trading 1605cc,NP,Nikhil Panchal,46.3,at_risk,At-Risk,🟠,2.67,2.67,2.5,66.8,5,0.83,9,41.7,4,4,"Accessories, Enamel, Primers, QD Enamel",36.4,59.6,QD Enamel:24.0%; Enamel:12.0%; Primers:17.5%; Accessories:6.1%,-5.35,23.3,False
KE023,KE023,Easy Build Hardware Jubilee,NP,Nikhil Panchal,46.3,at_risk,At-Risk,🟠,1.0,1.34,2.0,33.5,1,0.17,9,8.3,9,8,"Enamel, General, PVA Paints, Primers, Putty, QD Enamel, Specialised Coatings, Woodcare",76.4,88.7,PVA Paints:19.7%; Enamel:19.1%; Primers:10.0%; Woodcare:52.0%; Specialised Coatings:16.7%; Putty:25.0%; QD Enamel:7.7%; General:27.1%,-9.41,2.9,False
KM109,KM109,Mullas  Hardware,AC,Aboo Cassim,46.2,at_risk,At-Risk,🟠,0.67,0.67,1.42,16.8,7,1.17,46,58.3,9,6,"Enamel, General, Primers, QD Enamel, Specialised Coatings, Woodcare",65.5,90.6,Enamel:7.7%; Woodcare:80.0%; General:2.1%; QD Enamel:14.4%; Primers:15.0%; Specialised Coatings:16.7%,-20.93,0.0,False
KM110,KM110,Alex Hardware,NP,Nikhil Panchal,46.1,at_risk,At-Risk,🟠,0.33,0.5,0.42,12.5,5,0.83,51,41.7,10,9,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, QD Enamel, Waterproofing",85.5,73.6,Enamel:14.2%; Primers:22.5%; Waterproofing:26.3%; QD Enamel:7.7%; Accessories:9.1%; Putty:50.0%; General:25.0%; Floor & Roof Paints:9.5%; PVA Paints:1.3%,-75.17,0.0,False
KN018,KN018,Naaz Hardware & Furniture,AP,Amit Patel,45.9,at_risk,At-Risk,🟠,0.33,1.34,1.08,33.5,3,0.5,85,25.0,10,9,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, QD Enamel, Waterproofing",85.5,54.1,PVA Paints:3.6%; Waterproofing:18.4%; Putty:37.5%; Accessories:21.2%; Primers:10.0%; Enamel:4.9%; Floor & Roof Paints:5.4%; QD Enamel:12.5%; General:8.3%,-20.97,0.0,False
KE009,KE009,Easy Build,NP,Nikhil Panchal,45.8,at_risk,At-Risk,🟠,1.0,1.17,1.5,29.2,0,0.0,23,0.0,9,8,"Enamel, General, PVA Paints, Primers, Putty, QD Enamel, Specialised Coatings, Woodcare",76.4,100.0,PVA Paints:12.9%; Enamel:20.8%; Primers:7.5%; Woodcare:68.0%; Specialised Coatings:16.7%; Putty:37.5%; QD Enamel:9.6%; General:35.4%,-9.19,4.0,False
KM070,KM070,Max Hardware,AP,Amit Patel,45.5,narrow,Active but Narrow,🟡,0.33,0.5,0.67,12.5,2,0.33,74,16.7,8,7,"Accessories, Enamel, General, PVA Paints, QD Enamel, Waterproofing, Woodcare",67.3,30.9,Waterproofing:15.8%; Accessories:18.2%; Enamel:6.6%; PVA Paints:0.3%; QD Enamel:1.0%; Woodcare:8.0%; General:4.2%,26.65,100.0,False
KM027,KM027/19,Discount HW,AP,Amit Patel,45.4,at_risk,At-Risk,🟠,0.33,0.33,0.42,8.2,29,4.83,84,100.0,8,8,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, QD Enamel, Woodcare",72.7,43.9,PVA Paints:4.9%; Primers:5.0%; General:8.3%; Accessories:6.1%; QD Enamel:5.8%; Floor & Roof Paints:6.8%; Enamel:10.9%; Woodcare:40.0%,-65.1,0.0,False
KT003,KT003,Thanda Bantu Masakhane,BV,Bhadresh Vallabh,45.2,narrow,Active but Narrow,🟡,0.33,0.5,0.42,12.5,4,0.67,66,33.3,6,6,"Accessories, Enamel, PVA Paints, Primers, Waterproofing, Woodcare",54.5,38.0,Accessories:12.1%; PVA Paints:3.6%; Enamel:5.5%; Woodcare:28.0%; Primers:2.5%; Waterproofing:5.3%,34.72,100.0,False
KM061,KM061,Manish Naran,AC,Aboo Cassim,45.2,narrow,Active but Narrow,🟡,1.67,1.0,1.08,25.0,0,0.0,45,0.0,7,3,"Enamel, PVA Paints, Woodcare",41.8,76.3,Enamel:16.9%; Woodcare:40.0%; PVA Paints:0.3%,53.1,100.0,False
KR008,KR008/1,BUDGET HARDWARE,NP,Nikhil Panchal,45.2,at_risk,At-Risk,🟠,1.0,1.34,1.42,33.5,4,0.67,16,33.3,9,9,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, QD Enamel, Woodcare",81.8,48.8,PVA Paints:3.6%; Putty:75.0%; General:8.3%; Accessories:6.1%; QD Enamel:1.9%; Enamel:4.4%; Woodcare:4.0%; Floor & Roof Paints:1.4%; Primers:5.0%,-33.17,0.0,False
KA090,KA090/1,A A Owaish Maize Depot Pty Ltd,NP,Nikhil Panchal,45.2,at_risk,At-Risk,🟠,1.0,1.0,0.67,25.0,4,0.67,16,33.3,8,8,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Putty, QD Enamel, Waterproofing",72.7,81.2,Putty:75.0%; Accessories:6.1%; General:27.1%; PVA Paints:2.3%; Enamel:13.7%; Floor & Roof Paints:5.4%; QD Enamel:3.8%; Waterproofing:28.9%,-48.27,0.0,False
KM012,KM012/1,Hardware City,BV,Bhadresh Vallabh,45.1,at_risk,At-Risk,🟠,0.33,0.17,0.25,4.2,13,2.17,8,100.0,5,5,"Enamel, General, PVA Paints, Primers, QD Enamel",45.5,52.6,PVA Paints:3.9%; Primers:10.0%; Enamel:15.8%; General:6.2%; QD Enamel:29.8%,0.0,50.0,False
KG022,KG022,Rosendal Hardware & Building M,AP,Amit Patel,45.0,at_risk,At-Risk,🟠,0.33,0.33,0.25,8.2,2,0.33,25,16.7,10,10,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, QD Enamel, Waterproofing, Woodcare",90.9,88.1,Enamel:10.9%; Primers:10.0%; Waterproofing:36.8%; Woodcare:76.0%; Putty:37.5%; General:14.6%; Accessories:24.2%; PVA Paints:2.9%; QD Enamel:1.9%; Floor & Roof Paints:5.4%,-68.89,0.0,False
KC056,KC056,Cheap Cheap Hardware,AP,Amit Patel,44.9,narrow,Active but Narrow,🟡,0.67,0.5,0.33,12.5,2,0.33,57,16.7,7,7,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, QD Enamel, Waterproofing",63.6,34.5,PVA Paints:4.9%; Enamel:10.4%; Floor & Roof Paints:6.8%; Waterproofing:15.8%; QD Enamel:2.9%; Accessories:9.1%; General:10.4%,10.02,100.0,False
KM165,KM165,M.A. HARDWARE,NP,Nikhil Panchal,44.9,at_risk,At-Risk,🟠,0.33,0.17,0.08,4.2,2,0.33,66,16.7,7,7,"Accessories, Enamel, General, PVA Paints, QD Enamel, Waterproofing, Woodcare",63.6,98.5,PVA Paints:5.5%; Enamel:15.3%; Waterproofing:34.2%; Woodcare:80.0%; General:12.5%; Accessories:18.2%; QD Enamel:6.7%,0.0,50.0,False
KB066,KB066,Bala & Sons ta BNS Supermark,BV,Bhadresh Vallabh,44.8,dormant,Dead / Dormant,🔴,0.0,0.17,0.25,4.2,5,0.83,101,21.7,10,9,"Accessories, Enamel, General, PVA Paints, Primers, Putty, QD Enamel, Waterproofing, Woodcare",85.5,48.7,Enamel:3.3%; General:14.6%; Accessories:12.1%; PVA Paints:0.6%; QD Enamel:1.9%; Primers:2.5%; Waterproofing:21.1%; Woodcare:16.0%; Putty:37.5%,0.0,50.0,False
KC021,KC021,Choice Hardware & Electrical,AP,Amit Patel,44.8,at_risk,At-Risk,🟠,0.67,0.5,0.58,12.5,4,0.67,11,33.3,9,9,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, QD Enamel, Woodcare",81.8,80.8,PVA Paints:2.9%; Enamel:18.0%; Floor & Roof Paints:1.4%; Putty:37.5%; General:20.8%; Accessories:24.2%; Primers:10.0%; QD Enamel:2.9%; Woodcare:64.0%,-61.28,0.0,False
KR008,KR008/3,RANK HARDWARE & FURNITURE,NP,Nikhil Panchal,44.6,dormant,Dead / Dormant,🔴,0.0,0.17,0.67,4.2,4,0.67,164,13.3,9,9,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Putty, QD Enamel, Waterproofing, Woodcare",81.8,63.5,PVA Paints:1.6%; Enamel:6.6%; Woodcare:20.0%; Putty:75.0%; General:8.3%; Accessories:9.1%; QD Enamel:1.0%; Floor & Roof Paints:5.4%; Waterproofing:15.8%,0.0,50.0,False
KB112,KB112,Big On HW ta Phutas Mica Pain,NP,Nikhil Panchal,44.4,dormant,Dead / Dormant,🔴,0.0,0.17,0.42,4.2,7,1.17,163,38.3,6,6,"Accessories, Enamel, Primers, QD Enamel, Specialised Coatings, Woodcare",54.5,91.8,QD Enamel:14.4%; Enamel:23.5%; Primers:5.0%; Woodcare:72.0%; Specialised Coatings:16.7%; Accessories:6.1%,0.0,50.0,False
KB071,KB071/1,Intshebe Props 216 Pty Ltd,NP,Nikhil Panchal,44.2,at_risk,At-Risk,🟠,1.67,1.34,1.83,33.5,0,0.0,7,0.0,9,9,"Accessories, Enamel, General, PVA Paints, Primers, QD Enamel, Specialised Coatings, Waterproofing, Woodcare",81.8,75.1,General:10.4%; PVA Paints:8.1%; Enamel:20.8%; Waterproofing:28.9%; Woodcare:48.0%; Accessories:27.3%; QD Enamel:9.6%; Primers:7.5%; Specialised Coatings:8.3%,-47.59,0.0,False
KA115,KA115,Amin Supermarket T/A Ayat HW,AP,Amit Patel,43.9,dormant,Dead / Dormant,🔴,0.0,0.17,0.08,4.2,0,0.0,120,0.0,9,9,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, QD Enamel, Woodcare",81.8,72.2,PVA Paints:5.8%; Enamel:7.1%; Floor & Roof Paints:8.1%; Primers:12.5%; Woodcare:56.0%; Putty:50.0%; General:6.2%; Accessories:9.1%; QD Enamel:7.7%,0.0,50.0,False
